,0,1,2,3,4,5,6
0,0.003193162,0.086466,0.089313,0.112843215,0.082407095,0.024525348,0.043052725
1,0.000754978,0.075647086,0.09365947,0.071906075,0.056806557,0.02168974,0.0397067
2,0.000894233,0.069791466,0.09708743,0.056975618,0.04618273,0.012478561,0.025756732
3,0.001563244,0.05068023,0.1503728,0.067119695,0.05408021,0.009989548,0.005478806
4,0.002505075,0.09957485,0.33321935,0.14832291,0.118249394,0.035491742,0.028561011
5,0.409308374,0.22079831,0.50101537,0.28097263,0.23354238,0.1561847,0.23040874
6,0.571221231,0.3411666,0.42189652,0.41059262,0.36563617,0.31552726,0.4900113
7,0.637126011,0.43825656,0.23802722,0.43651208,0.39063612,0.443193,0.59311223
8,0.230355776,0.34673536,0.12035643,0.31248754,0.26169327,0.27560443,0.22976652
9,0.06889165,0.13574181,0.107110746,0.14309917,0.11894915,0.06826459,0.079003796
10,0.001627426,0.01983571,0.046527013,0.031676024,0.053984247,0.00656776,-0.000946016
11,0.001117741,-0.013432026,0.017164867,-0.008276995,0.037027262,0.015034392,-0.007018958
12,0,-0.036318578,0.08341913,-0.013568889,0.0236677,0.008348393,-0.005006638
13,2.05E-05,-0.003763452,0.1224536,-0.006727118,0.008150063,0.003743622,-0.002650389
14,5.40E-05,0.050469175,0.21406499,-0.012205508,-0.01217214,0.009433853,-0.002078769
15,9.58E-05,0.04752451,0.19497827,-0.004281063,0.009877197,0.009510224,0.005873217
16,0.0088202,0.22122416,0.3935732,0.17945895,0.19135028,0.24969584,0.28010193
17,0.444697618,0.46181998,0.78552055,0.55202895,0.5401214,0.51041543,0.4892747
18,0.621306451,0.64834464,0.6621198,0.75759125,0.7218985,0.6469277,0.64579654
19,0.734278829,0.57761043,0.3192081,0.63917595,0.5999233,0.6252325,0.61450464
20,0.306985884,0.33377296,0.11174355,0.32385516,0.31050876,0.31305727,0.23883094
21,0.132752045,0.13536963,0.07649782,0.07931307,0.07134283,0.08329198,0.06784275
22,0.011587816,0.03617665,0.039139397,-0.009363707,-0.005592831,0.008399199,-0.009391976
23,0.003196111,0.002682529,-0.005218569,-0.026148327,-0.017638333,0.01551948,-0.009541904
24,0.000779386,0.000278197,0.049204458,-0.012958597,-0.003776006,0.01281255,-0.006428232
25,0.000709443,-0.020684622,0.12697247,0.003172547,0.012095116,0.006426188,-0.01001661
26,0.000516675,-0.003810704,0.18222526,0.003429081,0.004659675,0.003202221,-0.006666624
27,0.00694583,-0.025283761,0.19596443,-0.019756664,-0.017828055,0.004486217,-0.002178843
28,0.008578956,0.10317357,0.32271314,0.035995025,0.045462213,0.03616238,0.025452323
29,0.33752371,0.40742984,0.7343912,0.35807213,0.32740486,0.38042918,0.47632045
30,0.47798953,0.64395165,0.723865,0.667486,0.6434254,0.64760536,0.6956681
31,0.589916349,0.6605079,0.4427531,0.74247617,0.71482086,0.74876636,0.846247
32,0.268075587,0.511395,0.23725316,0.5683535,0.5339068,0.4753501,0.43983415
33,0.123715639,0.23211676,0.13577667,0.281756,0.25938612,0.17405616,0.1585309
34,0.012653229,0.049499027,0.06836438,0.086973056,0.082590245,0.011130231,0.022421136
35,0.006091809,0.013623722,0.028189719,0.017207753,0.030004553,0.00703914,-0.001971205
36,0.003556781,-0.001486406,0.05984152,0.006979808,0.015923403,0.010613459,-0.003656712
37,0.000596618,-0.025083117,0.09109411,0.009211235,0.021456234,-0.002544132,-0.005833057
38,5.40E-05,-0.004344292,0.13332444,0.005449798,0.012839757,-0.003183139,0.003415191
39,0.005328367,0.016550224,0.16161028,-0.007495593,0.000399284,0.008113439,-0.004347608
40,0.018088023,0.058415666,0.31060764,0.06285997,0.07349538,0.015243077,-0.021512344
41,0.310970208,0.25504455,0.73799556,0.3012782,0.297247,0.2820032,0.34197053
42,0.554489622,0.6192339,0.746196,0.61789745,0.61062235,0.5562812,0.68742174
43,0.687563526,0.67650473,0.49250647,0.71144295,0.68004584,0.71455264,0.8861887
44,0.398773253,0.44249445,0.22605708,0.55041724,0.5013662,0.5083119,0.4883916
45,0.154088684,0.24095716,0.12702596,0.26878712,0.22157332,0.1886717,0.18236464
46,0.01240725,0.039331973,0.057563357,0.07672423,0.06568243,0.016199615,0.014861508
47,0.009166229,0.04387082,0.036725543,0.005923374,0.029437877,-0.000687511,0.000130887
48,0.005057064,-0.031066924,0.05376247,-0.002376538,0.020490043,0.00968505,-0.003376235
49,0.000904938,-0.046870388,0.093769394,0.00754007,0.025204085,0.00364891,-0.006298279
50,0.002092102,-0.045984454,0.11477735,0.008457493,0.018982194,-0.01052386,0.001197095
51,0.010794262,-0.022018448,0.1987584,-0.015568715,-0.003035225,-0.002266427,-0.003383922
52,0.024076533,0.075488456,0.328783,0.027384412,0.042141937,0.016052078,-0.010483013
53,0.439322466,0.30144504,0.7083821,0.28120196,0.26900247,0.28529742,0.36111528
54,0.730751566,0.55673194,0.7637897,0.5813681,0.55721015,0.5629395,0.7179639
55,0.838047261,0.6513351,0.4401832,0.6767456,0.63394004,0.71133715,0.9248939
56,0.428353331,0.38488722,0.22188032,0.49252367,0.44216582,0.46709332,0.48385206
57,0.139681358,0.19381577,0.12891755,0.22077064,0.17829394,0.15991816,0.1711286
58,0.021413968,0.070133835,0.06535723,0.06335363,0.046907984,0.008289083,0.013866412
59,0.014671058,0.083822414,0.013837945,0.019200183,0.023496263,0.00195926,0.00113717
60,0.003211772,0.007009216,0.048429627,0.017538074,0.025328241,0.026635427,-0.002340873
61,0.001634019,-0.03326702,0.104338616,0.02811382,0.035768352,0.009777087,-0.007080768
62,0.003297153,0.004825018,0.12015478,0.01882882,0.033413075,-0.001031143,0.000843561
63,0.007796691,0.010712922,0.16771793,-0.013847124,0.006226562,0.001656278,0.001805366
64,0.011839105,0.09547234,0.33096808,0.031738978,0.036719583,0.021270484,0.014566517
65,0.422357199,0.36988395,0.72664887,0.2967438,0.25256616,0.33151957,0.4028329
66,0.606166763,0.5821554,0.78884274,0.603702,0.55989605,0.5543424,0.6758728
67,0.755312388,0.68522197,0.6347514,0.744697,0.6991091,0.7823017,1.0493606
