date,PRECP,TMAX,TMIN,TMEAN,DISCH,SEDM
1990-05-31,0.8868243729999999,25.21856195369047,13.929592165940477,19.574077061190476,0.5163458783333333,13.523394259999998
1990-06-30,0.997229391,25.234751920357144,14.245832309273808,19.740292114523807,0.7672229393333333,23.463949406666668
1990-07-31,3.937824373,23.409888123690475,13.778438042607144,18.594163081190477,18.581371683666664,10299.781042553333
1990-08-31,8.173308243333333,22.00748029,14.969035839999998,18.488258063333333,79.02697382233333,24273.571975783332
1990-09-30,9.087752687666667,20.2965914,14.595813620000001,17.44620250666667,115.2676627,33126.36888666667
1990-10-31,5.9091505369999995,20.634978496666665,13.773125446666668,17.204051970000002,103.96225410000001,22986.180269733333
1990-11-30,1.5963261646666664,21.70463441,12.92369534,17.314164873333336,44.71831791099999,9031.55119625
1990-12-31,0.129971326,22.946215056666663,11.791430106666667,17.36882258,8.668053047666668,173.66140221
1991-01-31,0.06792831533333334,24.214817206666666,12.292720430000001,18.253768816666668,2.3605799283333333,38.74567929
1991-02-28,0.09465053766666666,25.20822197,12.924339476666667,19.066280719999998,1.1564592936666667,16.740183809333335
1991-03-31,1.0534677419999998,25.615533796666664,14.149823346666667,19.88267857,0.639276498,10.206885652333332
1991-04-30,1.2340734766666666,25.85351946,14.697948796666665,20.275734126666666,0.4512761396666667,9.352765009
1991-05-31,1.2670573476666667,26.010781363333336,15.122318996666666,19.459014337857145,0.5461179213333334,14.972145072999998
1991-06-30,0.8342616486666667,26.04733333333333,13.749938207738095,19.684014337857146,5.277132257,166.87985557
1991-07-31,4.739784947666666,23.995476699999998,13.561920284404763,18.564077061190478,33.08275627133333,16172.911086066664
1991-08-31,8.1227957,21.662681000000003,13.223318134404762,18.33591398,89.17650894666667,29161.759374966667
1991-09-30,8.952129033333334,20.045236556666666,14.39092473,17.218080646666667,110.12976450333333,35244.30857
1991-10-31,5.179333333,20.39125806333333,13.541139783333334,16.966198926666667,90.08148493333334,19400.595413766667
1991-11-30,1.8807275986666667,21.325942653333332,12.828752686666666,17.077347669999998,35.325477777666656,6432.19462459
1991-12-31,0.5720394266666666,22.12253405,12.152666666666667,17.137600356666667,11.121379928333324,218.24844405666667
1992-01-31,0.242577061,22.36360932,10.939118280999999,16.65136379666667,4.231035842333323,66.5952365
1992-02-29,0.05602150533333333,22.594019279999998,9.782658511,16.18833889333333,3.309533926666657,47.879301903333335
1992-03-31,0.14301075266666666,23.147460140000003,9.378680014333334,16.26307007666667,2.6296737113333237,45.146594490000005
1992-04-30,1.2354121863333334,23.970219996666668,10.414809046666667,17.192514520000003,1.8952177973333237,38.064750276666665
1992-05-31,1.6504659496666667,24.157168460000005,11.214623656666665,17.685896056666667,1.8442967739999905,47.30919932999999
1992-06-30,2.8006093186666665,23.573691760000003,11.04046595,17.307078853333334,1.6076548386666571,48.70330414666666
1992-07-31,5.256594981,21.729426526666668,10.569928315666667,16.14967742,15.563261288666657,12425.48169881667
1992-08-31,8.771648744333334,19.68856631,10.268853045666667,14.978709676666668,68.05643331666666,15577.57755853667
1992-09-30,8.868315411,18.291899643333334,9.774408602333333,14.03315412,91.14374442666666,21301.509438333334
1992-10-31,6.832476272666667,19.378059503333333,9.740442541666665,14.55925102,93.80450787,9272.637792333333
1992-11-30,3.5745909683333337,19.93411685,8.945496304999999,14.99656268047619,45.649903226666645,6189.852371599999
1992-12-31,2.253587384333333,20.579851616666662,8.488292004,15.090827913809525,24.005287815666648,474.89659590666673
1993-01-31,0.7442652333333334,20.469901433333334,7.566344086,14.574878863809523,8.009352330999981,132.4242157
1993-02-28,0.09585253466666666,21.802220953333332,7.620391705,14.711306326666666,3.470168202999981,50.25145795
1993-03-31,0.9603686636666667,22.571794826666665,8.351574500666667,15.461684663333335,1.5702972353333144,24.46888846666667
1993-04-30,1.8384331796666669,22.726517049999998,9.592470557,16.159493803333334,0.9756294933333144,19.731060296666666
1993-05-31,3.954408602333334,22.3790004,10.453799281333332,16.41639984,1.2519666666666478,34.86837808
1993-06-30,4.543118279666667,21.579247313333337,10.635376343333334,16.107311826666667,4.4403863786666475,138.66869345666666
1993-07-31,8.277956989666666,20.532186380000002,10.407383513333334,15.469784943333332,33.039774551999976,16685.7078445
1993-08-31,9.255376344333333,19.68272401333333,10.108458783000001,14.895591396666667,79.17766701666665,27467.33373686667
1993-09-30,10.058709677666666,19.416057346666665,9.671792115333332,14.54392473,109.36380033999997,35479.74917333334
1993-10-31,6.712473118333333,19.81283154,9.452437276333333,14.632634410000001,93.04755302666665,19189.296460266665
1993-11-30,3.8541577063333334,20.45860215,9.081541219,14.770071686666666,50.10192973666665,8455.674663566668
1993-12-31,1.5459856633333333,21.13071684666667,8.767813620333333,14.949265236666667,18.073935840999983,357.21036806666666
1994-01-31,0.29007168466666666,22.069426523333334,8.564587813666666,15.317007169999998,6.276806808999981,103.79180895
1994-02-28,0.13951612900000002,22.964823346666666,8.699270353333334,15.83204685,2.8087123656666475,40.65775823
1994-03-31,0.12768817200000002,24.057111909285712,10.910352306333332,16.845478534999998,1.4323467743333145,22.24418544
1994-04-30,0.29722222233333334,25.038688972619045,11.950925782,17.856553805,0.7560682796666477,13.932901665333333
1994-05-31,1.153405018,24.81257530261905,12.531225319999999,18.03364674166667,0.6629795699999811,17.978940008666665
1994-06-30,3.7945161290000002,23.439283156666665,11.11942652,17.27935484,7.170305733666648,227.203680032
1994-07-31,7.210187896119048,21.250889658571428,10.585304656666665,15.560215056666665,35.681186380333315,16619.72230599
