Date,PRECP,TMAX,TMIN,TMEAN,DISCH,SEDM
1/31/1993,0.744265233,21.5125,7.080645161,14.29657258,2.702903226,132.4242157
2/28/1993,0.095852535,23.11029189,8.132142857,15.62121737,1.309214286,50.25145795
3/31/1993,0.960368664,23.09259259,9.841935484,16.46726404,0.698774194,24.46888847
4/30/1993,1.83843318,21.97666667,10.80333333,16.39,0.9189,19.7310603
5/31/1993,3.954408602,22.06774194,10.71612903,16.39193548,2.138225806,34.86837808
6/30/1993,4.54311828,20.69333333,10.38666667,15.54,10.26403333,138.6686935
10/31/1993,4.93172043,20.02580645,9.461290323,14.74354839,37.76832258,395.2551314
11/30/1993,3.050824373,21.45666667,8.706666667,15.08166667,11.71503333,443.2592271
12/31/1993,1.545985663,21.90967742,8.135483871,15.02258065,4.738451613,357.2103681
1/31/1994,0.290071685,22.84193548,8.851612903,15.84677419,2.376935484,103.791809
2/28/1994,0.139516129,24.14285714,9.110714286,16.62678571,1.31075,40.65775823
3/31/1994,0.127688172,31.41290323,14.76872973,23.09081648,0.609354839,22.24418544
4/30/1994,0.297222222,25.78666667,11.97333333,18.88,0.3481,13.93290167
5/31/1994,1.153405018,23.46451613,10.8516129,17.15806452,1.031483871,17.97894001
6/30/1994,3.794516129,21.06666667,10.53333333,15.8,20.13133333,227.20368
10/31/1994,3.713154122,22.03548387,8.403225806,15.21935484,20.05125806,364.6850251
11/30/1994,3.024193548,22.25769231,8.396,15.32684615,7.020433333,395.9548659
12/31/1994,0.723942652,22.39032258,7.735483871,15.06290323,4.137548387,202.2364039
1/31/1995,0.616415771,23.23870968,8.558064516,15.8983871,2.166580645,72.0532165
2/28/1995,0.340860215,24.13214286,9.585714286,16.85892857,1.674,38.47887987
3/31/1995,0.244086022,24.89677419,10.15806452,17.52741935,1.484064516,29.44949562
4/30/1995,0.628530466,24.28333333,12.08,18.18166667,1.399766667,31.62777017
5/31/1995,1.708100358,23.70322581,11.94193548,17.82258065,1.576645161,39.39200517
6/30/1995,2.275125448,23.20333333,11.33,17.26666667,5.009533333,81.58988624
10/31/1995,1.944444444,21.80967742,8.209677419,15.00967742,24.80983871,242.9663826
11/30/1995,1.124874552,22.01333333,8.453333333,15.23333333,17.0211,328.0361146
12/31/1995,0.594874552,21.57666667,8.256666667,14.91666667,12.74958065,336.5344212
1/31/1996,0.58734767,22.5516129,8.229032258,15.39032258,7.446354839,198.4084789
2/29/1996,0.341140773,24.48275862,9.913793103,17.19827586,3.591275862,114.7665766
3/31/1996,0.591212458,24.1483871,10.66774194,17.40806452,3.404258065,78.28869462
4/30/1996,1.568309232,23.36666667,11.63333333,17.5,3.4556,73.56298862
5/31/1996,3.125483871,21.13548387,10.88387097,16.00967742,8.152193548,137.9886595
10/31/1996,2.923333333,21.7483871,8.180645161,14.96451613,36.96780645,372.0339833
11/30/1996,2.746666667,20.95,8.46,14.705,22.1383,472.0780211
12/31/1996,1.223010753,21.63548387,7.738709677,14.68709677,15.24054839,464.1715102
1/31/1997,0.930537634,21.94193548,8.05483871,14.9983871,10.77583871,256.8183155
2/28/1997,0.083870968,23.48571429,8.55,16.01785714,7.994714286,163.9656599
3/31/1997,0.829032258,24.12903226,10.97333333,17.5511828,6.632032258,139.3364029
4/30/1997,1.271362007,23.01666667,10.83,16.92333333,4.9755,132.2706191
5/31/1997,3.39609319,22,10.55483871,16.27741935,7.563580645,169.6898236
11/30/1997,2.740286738,22.03666667,8.483333333,15.26,54.68593333,444.6273541
12/31/1997,3.148494624,21.46129032,8.603225806,15.03225806,16.89474194,481.5340432
1/31/1998,1.17,22.94193548,8.819354839,15.88064516,11.21287334,459.7897401
2/28/1998,1.149366667,24.01428571,9.185714286,16.6,0.3481,137.4134319
3/31/1998,0.378303226,24.97857143,11.18275862,18.08066502,0.3481,58.25070487
4/30/1998,0.308733333,26.46,12.95333333,19.70666667,0.787222222,11.34001452
5/31/1998,2.381947312,23.23225806,12.08064516,17.65645161,1.908129032,28.78083951
6/30/1998,3.668136201,22.19666667,10.91,16.55333333,10.79776667,140.8444754
10/31/1998,4.407598566,20.84193548,9.358064516,15.1,28.13577419,331.0650764
11/30/1998,2.22390681,22.13333333,7.343333333,14.73833333,8.814533333,364.1864598
12/31/1998,0.821684588,22.56129032,6.596774194,14.57903226,8.698193548,291.6289449
1/31/1999,0.376523298,22.3,7.996666667,15.14833333,6.786677419,127.0012707
2/28/1999,0.370967742,24.98076923,9.688461538,17.33461538,1.719285714,83.01298742
3/31/1999,0.370967742,24.92903226,9.33,17.12951613,0.745903226,46.4524486
4/30/1999,0.134444444,25.32,11.32758621,18.3237931,0.558733333,18.80063791
5/31/1999,0.577455197,24.62903226,10.79354839,17.71129032,0.74183871,17.98724965
6/30/1999,2.593010753,23.43,10.28,16.855,4.998666667,65.5355627
11/30/1999,2.583010753,21.5,7.013333333,14.25666667,13.0054,137.565271
12/31/1999,2.349677419,22.12903226,7.65483871,14.89193548,9.322,175.2376009
1/31/2000,0.334121864,22.77037037,7.835714286,15.30304233,7.594413631,158.7429188
2/29/2000,0.325710753,24.36206897,8.986206897,16.67413793,0.3481,83.34744506
3/31/2000,0.183775269,25.54516129,10.23870968,17.89193548,1.629416667,50.31088316
4/30/2000,1.498219713,22.10333333,10.06333333,16.08333333,2.656333333,37.66999725
5/31/2000,2.039175627,23.66451613,10.70967742,17.18709677,1.873774194,54.76676176
6/30/2000,3.839211469,22.2,10.08333333,16.14166667,13.36236667,184.5713991
10/31/2000,4.007562724,19.81290323,9.141935484,14.47741935,48.08383871,497.8440223
11/30/2000,3.737240143,21.39333333,8.24,14.81666667,13.1967,557.2762927
12/31/2000,1.87483871,22.56774194,7.596774194,15.08225806,5.43,441.6779117
1/31/2001,0.392043011,22.80645161,6.912903226,14.85967742,3.259709677,120.1690611
2/28/2001,0.020852534,25.00357143,9.5,17.25178571,2.022357143,51.66697754
3/31/2001,0.159562212,24.12258065,10.55806452,17.34032258,1.803032258,38.74627884
4/30/2001,0.628451101,25.25333333,11.45666667,18.355,1.377033333,35.45489951
5/31/2001,1.534480287,23.63548387,11.69677419,17.66612903,1.875290323,44.53989661
6/30/2001,3.981505376,20.1,10.25666667,15.17833333,14.64956667,186.7253332
10/31/2001,4.204014337,21.82580645,9.058064516,15.44193548,14.113,273.2905169
11/30/2001,3.561397849,22.01333333,7.42,14.71666667,6.1429,290.9098318
12/31/2001,1.143405018,22.79354839,7.980645161,15.38709677,3.831129032,153.9094237
1/31/2002,0.461684588,22.94193548,7.74516129,15.34354839,2.918677419,68.99311513
2/28/2002,0.193509985,25.07857143,9.221428571,17.15,2.105571429,42.68776036
3/31/2002,0.528993856,24.55483871,10.52258065,17.53870968,2.067,39.45731309
4/30/2002,1.197094214,24.90333333,10.87333333,17.88833333,1.7865,41.49808902
5/31/2002,1.389605735,25.45806452,11.92258065,18.69032258,1.235645161,43.77814255
6/30/2002,3.631003584,22.05333333,10.47666667,16.265,23.79346667,281.0908816
10/31/2002,3.90483871,22.86451613,7.716129032,15.29032258,12.73090323,354.273869
11/30/2002,3.73827957,23.14,7.756666667,15.44833333,7.0643,383.7589886
12/31/2002,1.001182796,22.92903226,7.419354839,15.17419355,5.364193548,157.0939819
1/31/2003,0.049569892,23.72258065,7.283870968,15.50322581,3.982483871,86.99379973
2/28/2003,0.239093702,24.46785714,9.296428571,16.88214286,3.242821429,60.68098522
3/31/2003,0.392857143,24.45,10.46,17.455,3.28616129,59.06068037
4/30/2003,0.672857143,25.39333333,10.87333333,18.13333333,2.481433333,62.23982938
5/31/2003,0.542365591,26,12.24516129,19.12258065,2.347967742,70.20733065
6/30/2003,1.844587814,22.44,10.65666667,16.54833333,14.477,199.5785976
10/31/2003,1.971039427,21.88387097,8.361290323,15.12258065,46.8573871,505.826205
11/30/2003,2.006451613,22.28,8.09,15.185,8.2865,531.4137475
12/31/2003,0.673046595,22.38064516,7.893548387,15.13709677,5.296774194,403.3365965
1/31/2004,0.266594982,23.65806452,8.683870968,16.17096774,3.911967742,93.57021521
2/29/2004,0.453874676,23.89310345,8.289655172,16.09137931,3.324103448,60.40486481
3/31/2004,0.389358547,24.96129032,10.71612903,17.83870968,2.731322581,55.0023784
4/30/2004,1.01269188,23.15333333,11.22333333,17.18833333,3.168966667,64.71642615
5/31/2004,0.829784946,25.86774194,11.07419355,18.47096774,2.554612903,74.36376602
6/30/2004,2.806594982,21.75333333,10.31333333,16.03333333,9.689433333,157.0132336
10/31/2004,3.38218638,21.40645161,7.641935484,14.52419355,21.03370968,275.9659767
11/30/2004,3.494480287,22.34,7.93,15.135,8.4084,300.206314
12/31/2004,1.451003584,22.39677419,7.919354839,15.15806452,5.600032258,224.4265584
1/31/2005,0.481886117,22.81612903,7.390322581,15.10322581,4.129548387,96.80769511
2/28/2005,0.23410834,25.9,10.16428571,18.03214286,3.387678571,63.22481847
3/31/2005,0.439587676,24.94193548,10.45806452,17.7,3.730258065,63.75184525
4/30/2005,0.355335967,25.50666667,11.98333333,18.745,2.697933333,68.17354502
5/31/2005,0.575766075,24.63548387,11.4483871,18.04193548,3.54583871,87.44311793
6/30/2005,1.960430108,23.06666667,10.66,16.86333333,14.26493333,211.2744792
10/31/2005,3.914874552,21.56451613,8.538709677,15.0516129,40.33283871,469.8150451
11/30/2005,4.116854925,22.41,7.473333333,14.94166667,9.277433333,489.2778649
12/31/2005,2.71319472,22.72258065,6.948387097,14.83548387,6.036774194,367.0325252
1/31/2006,0.686312999,23.73870968,8.512903226,16.12580645,4.390645161,105.3277726
2/28/2006,0.263902519,25.06428571,9.857142857,17.46071429,3.585178571,67.54226124
3/31/2006,0.214229391,25.17741935,10.73548387,17.95645161,3.405387097,63.55069326
4/30/2006,0.345555555,24.39666667,10.50333333,17.45,3.368433333,72.75666866
5/31/2006,1.449856631,22.61290323,10.3516129,16.48225806,6.763548387,123.3044209
6/30/2006,2.33874552,21.57,10.26333333,15.91666667,17.76713333,286.7246063
10/31/2006,2.394516129,23.12580645,9.093548387,16.10967742,24.92432258,431.1645693
11/30/2006,1.290215054,22.37666667,7.98,15.17833333,9.768633333,421.3129674
12/31/2006,0.79132411,21.99677419,7.596774194,14.79677419,5.937806452,261.4055234
1/31/2007,0.716055293,22.6,8.158064516,15.37903226,4.12137037,106.4626845
2/28/2007,0.832088626,24.51428571,9.507142857,17.01071429,0.3481,50.24689175
3/31/2007,0.417012903,26.03870968,10.69354839,18.36612903,0.3481,24.09609769
4/30/2007,0.3481,24.86333333,11.06333333,17.96333333,0.3481,7.383141016
5/31/2007,0.503034409,24.66129032,11.60967742,18.13548387,6.5494,71.30585959
10/31/2007,0.410656989,21.52258065,7.929032258,14.72580645,29.85680645,278.1119449
11/30/2007,0.362401434,22.48666667,7.513333333,15,7.5091,319.4709435
12/31/2007,0.091433692,22.58709677,7.367741935,14.97741935,7.985080904,292.5127989
1/31/2008,0.067777778,22.76774194,8.383870968,15.57580645,9.790641286,130.2835565
2/29/2008,0.214942529,23.58275862,8.603448276,16.09310345,3.394340282,102.0614816
3/31/2008,0.214942529,25.58709677,10.02258065,17.80483871,2.302217391,80.47504683
4/30/2008,0.70031696,24.2125,10.7125,17.4625,4.740333333,76.03518539
5/31/2008,1.640213141,22.21290323,10.88333333,16.54811828,6.620322581,126.0634875
10/31/2008,2.05096583,21.72258065,9.012903226,15.36774194,13.75332258,205.467501
11/30/2008,1.565591398,21.98333333,7.963333333,14.97333333,17.70993559,267.6943985
12/31/2008,0.410752688,21.85806452,8.038709677,14.9483871,19.53736611,295.9183296
1/31/2009,0.445876173,22.85806452,8.048387097,15.45322581,12.94360153,261.8071742
2/28/2009,0.877418055,24.05714286,10.12142857,17.08928571,6.304853331,187.0933319
3/31/2009,0.993451389,24.8483871,10.56451613,17.70645161,0.3481,95.14503955
4/30/2009,0.663608549,25.03666667,11.54666667,18.29166667,0.3481,35.94181795
5/31/2009,0.3481,25.42258065,11.6,18.51129032,0.3481,9.200421517
6/30/2009,1.290955556,24.21666667,10.81,17.51333333,3.492652174,43.70478014
10/31/2009,1.491051255,21.26451613,8.616129032,14.94032258,14.7117,143.740189
11/30/2009,1.375017921,23.07333333,8.266666667,15.67,5.59588615,173.412804
12/31/2009,0.316129032,22.5483871,8.041935484,15.29516129,11.11954509,190.1295688
1/31/2010,0,22.60967742,8.25483871,15.43225806,11.21158175,140.9555032
2/28/2010,0.116033333,24.39642857,9.6,16.99821429,0.3481,109.4656076
3/31/2010,0.232066667,24.8,8.719354839,16.75967742,0.3481,58.24448424
4/30/2010,0.3481,24.80666667,6.893333333,15.85,0.3481,7.383141016
5/31/2010,0.3481,23.81612903,5.235483871,14.52580645,0.3481,9.200421517
10/31/2010,1.421857599,21.91935484,9.035483871,15.47741935,37.61537251,270.416772
11/30/2010,2.175303844,22.16333333,8.326666667,15.245,27.82840331,432.1791841
12/31/2010,3.105465903,21.62903226,8.009677419,14.81935484,35.3138202,599.5486026
1/31/2011,2.746575162,22.26774194,8.374193548,15.32096774,26.25809741,462.2208429
2/28/2011,1.993128917,24.7,8.967857143,16.83392857,0.3481,298.9906551
3/31/2011,1.725615932,23.34516129,10.09677419,16.72096774,19.24734145,270.6543187
4/30/2011,1.010749074,25.05333333,9.626666667,17.34,0.3481,147.3248634
5/31/2011,1.614013986,23.22580645,8.729032258,15.97741935,14.56185955,291.4916131
6/30/2011,1.976849024,21.89666667,8.823333333,15.36,36.45069564,535.9737518
10/31/2011,2.528584602,22.2516129,7.764516129,15.00806452,22.00633473,687.1659087
11/30/2011,2.018175245,21.45333333,8.306666667,14.88,28.15245887,708.1495601
12/31/2011,1.633303226,21.92903226,7.509677419,14.71935484,26.05210613,447.1936587
1/31/2012,0.965534314,23.14516129,7.932258065,15.53870968,3.398439634,309.2326274
2/29/2012,0.872678759,25.03103448,9.065517241,17.04827586,0.3481,144.0822263
3/31/2012,0.196678495,25.67096774,10.37741935,18.02419355,2.683451613,37.9066605
4/30/2012,0.293345161,25.84,11.24,18.54,2.489433333,43.97081238
5/31/2012,1.110645161,25.57741935,11.62903226,18.60322581,3.075645161,73.10420193
6/30/2012,4.785555557,23.43,10.06,16.745,5.7345,114.1181341
10/31/2012,4.957706094,23.41290323,7.909677419,15.66129032,3.40397034,115.5579715
11/30/2012,4.302150539,23.06666667,8.1,15.58333333,8.495924873,135.0988541
12/31/2012,0.662628315,24.10645161,6.887096774,15.49677419,0.3481,75.89915968
1/31/2013,0.509844444,25.23225806,7.996774194,16.61451613,0.3481,53.70390505
2/28/2013,0.3481,26.025,9.542857143,17.78392857,0.3481,5.02963285
3/31/2013,0.3481,25.73,10.26333333,17.99666667,0.3481,5.923001257
4/30/2013,0.3481,26.61666667,9.522222222,18.06944444,0.3481,7.383141016
5/31/2013,0.3481,25.69032258,11.49354839,18.59193548,0.3481,9.200421517
6/30/2013,3.350955556,24.19,9.54137931,16.86568966,36.02671689,389.1228492
10/31/2013,5.398363083,21.56451613,8.938709677,15.2516129,53.75282279,762.9508412
11/30/2013,5.698996416,22.52,8.386666667,15.45333333,18.04215989,866.3746976
12/31/2013,2.580107527,22.6483871,6.883870968,14.76612903,5.32624625,509.6442085
1/31/2014,0.416666667,23.31290323,8.196774194,15.75483871,2.394205443,144.2106772
2/28/2014,0.116033333,25.17037037,8.9,17.03518519,0.3481,38.96954021
3/31/2014,0.788076344,24.67741935,10.45806452,17.56774194,3.068850744,35.92373003
4/30/2014,0.904109677,25.20666667,10.49666667,17.85166667,0.3481,27.52926944
5/31/2014,2.874097849,24.24193548,10.97419355,17.60806452,28.12201135,307.499668
6/30/2014,2.705272123,23.93666667,10.16333333,17.05,8.838686084,378.6173818
10/31/2014,3.599991478,21.25483871,9.306451613,15.28064516,44.55973633,687.9749203
11/30/2014,1.619525528,22.09333333,8.273333333,15.18333333,18.91156191,518.3973595
12/31/2014,1.930443826,22.00645161,7.851612903,14.92903226,27.1761257,556.0397174
1/31/2015,0.919691138,22.8516129,7.570967742,15.21129032,5.557018202,270.309606
2/28/2015,0.930168915,25.26428571,9.975,17.61964286,0.3481,159.9167683
3/31/2015,0.232066667,25.72903226,11.0483871,18.38870968,0.3481,31.01056814
4/30/2015,0.3481,26.5,11.85,19.175,0.3481,7.383141016
5/31/2015,1.570776344,24.06451613,11.52258065,17.79354839,23.10054138,237.0639887
10/31/2015,2.653667742,22.82903226,8.841935484,15.83548387,25.85613384,415.813645
11/30/2015,3.459856631,22.22333333,9.016666667,15.62,30.47989951,593.2876781
12/31/2015,2.723297491,21.1516129,8.596774194,14.87419355,37.90456553,545.3280943
1/31/2016,1.52437276,22.50967742,7.219354839,14.86451613,8.344730175,404.1913797
2/29/2016,0.718183871,24.8862069,9.14137931,17.0137931,0.3481,225.2495709
3/31/2016,0.232066667,26.93870968,11.57419355,19.25645161,0.3481,44.43694727
4/30/2016,0.487622222,23.39570494,9.619255283,16.50748011,10.19745356,96.13439104
5/31/2016,1.597395341,22.56774194,11.02580645,16.79677419,38.00553022,475.0873043
10/31/2016,2.346953405,20.7483871,8.964516129,14.85645161,47.57798989,806.1707731
12/31/2016,2.09139785,22.70967742,7.206451613,14.95806452,21.32941935,817.4790063
1/31/2017,0.865591398,23.61612903,6.548387097,15.08225806,8.310903226,476.8847552
2/28/2017,0.116033333,24.43214286,8.635714286,16.53392857,0.3481,144.8926462
3/31/2017,0.126786022,24.63333333,11.19032258,17.91182796,4.657870968,76.18624859
4/30/2017,0.821230466,25.07,11.26666667,18.16833333,12.4796,148.6107383
5/31/2017,2.242831541,22.37741935,10.87096774,16.62419355,19.7316129,344.5520831
6/30/2017,3.426523297,23.48666667,10.71666667,17.10166667,19.8288,520.5870625
10/31/2017,4.468637993,21.40322581,8.970967742,15.18709677,50.50714847,762.3379979
11/30/2017,3.53655914,21.94666667,7.413333333,14.68,20.38016667,685.4918082
12/31/2017,2.342114695,22.21935484,7.212903226,14.71612903,10.25787097,524.5967725
