0,1,2,3,4,5,6
0.010153721,0.1125928,0.16874066,0.1831325,0.14034419,0.12705928,0.093791224
0.006985625,0.0980501,0.102595866,0.11213456,0.0826963,0.06391038,0.066197634
0.003193162,0.1465764,0.066301264,0.07364983,0.04495071,0.029671494,0.041416176
0.000754978,0.08942271,0.07891855,0.051322922,0.020114934,0.008331927,0.026978051
0.000894233,0.065369025,0.124890074,0.042280123,0.014349823,0.019260181,0.012967156
0.001563244,0.04871306,0.18074456,0.046312205,0.024697281,-0.000959976,0.005753573
0.002505075,0.15807456,0.3740261,0.10540086,0.094079085,-0.005933045,-0.001697365
0.409308374,0.3959967,0.5383978,0.27327,0.29414457,0.17759012,0.2578419
0.571221231,0.58571744,0.5179329,0.45866144,0.4992199,0.4722915,0.485028
0.637126011,0.5410012,0.31142837,0.48350614,0.48317584,0.45761707,0.5007882
0.230355776,0.30301288,0.1646765,0.29113778,0.2686807,0.1844736,0.20669079
0.06889165,0.081164375,0.1190398,0.0782944,0.078409016,0.032102693,0.036895745
0.001627426,0.019513547,0.04926019,-0.029379904,-0.023314567,-0.014131304,-0.00241237
0.001117741,-0.06385056,0.010514094,-0.036770485,-0.04924713,0.010491282,0.011600828
0,-0.03556908,0.0680752,-0.014492099,-0.03592109,-0.008319153,0.008885996
2.05E-05,0.055621073,0.20493682,-0.002980436,-0.010858381,-0.004096318,0.005526969
5.40E-05,-0.035347864,0.17234585,-0.0187295,-0.041165516,0.000302674,0.007510299
9.58E-05,-0.045737952,0.17735776,-0.019326955,-0.041516393,-0.025091587,0.001673816
0.0088202,0.120358355,0.46656555,0.14528246,0.1421527,0.12964576,0.16695225
0.444697618,0.44057912,0.7700555,0.45235395,0.4347984,0.39981285,0.4359564
0.621306451,0.6666153,0.62905586,0.6644212,0.6864073,0.63844764,0.5962173
0.734278829,0.5863193,0.38221896,0.5494676,0.5253009,0.5611383,0.56271225
0.306985884,0.35128713,0.20052844,0.3053553,0.31051633,0.2541646,0.28256884
0.132752045,0.13558772,0.13977407,0.10756944,0.14623508,0.082852826,0.11899372
0.011587816,0.055727415,0.0682107,-0.007758834,0.023662774,0.006550083,-0.000925368
0.003196111,0.036678664,0.0189574,-0.032019384,-0.03941846,-0.001305755,0.002254853
0.000779386,0.011476986,0.030789727,-0.010747486,-0.03654495,-0.009457158,0.011095544
0.000709443,0.007427327,0.12685293,0.001235451,-0.003268512,-0.02076905,0.012909286
0.000516675,-0.003068082,0.18753631,-0.003813832,0.006305972,-0.001460975,0.00266101
0.00694583,-0.012364257,0.2112009,-0.006000028,-0.035594612,-0.002811534,0.015076833
0.008578956,0.057222247,0.33806896,0.053558722,0.046213344,0.049004458,0.029312318
0.33752371,0.3472635,0.5906464,0.277184,0.28799018,0.34163287,0.40324
0.47798953,0.48752412,0.5757164,0.52626216,0.49717936,0.53616977,0.5432059
0.589916349,0.63785446,0.38705117,0.6414416,0.6275232,0.65083957,0.64226586
0.268075587,0.3451993,0.24515277,0.44821012,0.41972432,0.38765246,0.34445566
0.123715639,0.19150785,0.19285461,0.18227422,0.1773734,0.13964264,0.13360302
0.012653229,0.07409248,0.1087784,0.04379879,0.055973202,0.02268828,0.015057439
0.006091809,0.032248236,0.051844038,0.007056399,0.004826723,0.012144966,0.015296729
0.003556781,0.034475394,0.034722142,0.010163411,0.003274007,0.008557897,0.019211875
0.000596618,0.014883585,0.095778525,0.009489146,0.006823672,-0.008793375,0.015885124
5.40E-05,0.05466064,0.1938132,-0.007356611,-0.009380681,-0.000193195,0.008003073
0.005328367,0.002261847,0.19181,-0.017255232,-0.043654084,0.001375416,-0.002387239
0.018088023,0.14138335,0.35522047,0.066070415,0.05078678,-0.001120588,-0.007033521
0.310970208,0.40535218,0.61309624,0.2810674,0.26970455,0.25863388,0.30187565
0.554489622,0.6636173,0.58383334,0.5720028,0.5476417,0.5600812,0.54212475
0.687563526,0.6618978,0.43376938,0.64917785,0.6386586,0.69682807,0.6910323
0.398773253,0.4055584,0.2630977,0.4683568,0.42559066,0.39731887,0.36123693
0.154088684,0.13350318,0.2040548,0.20613448,0.1902551,0.14685532,0.15551607
0.01240725,0.09212255,0.12808022,0.04309295,0.06034568,0.02256356,0.011176871
0.009166229,0.038604386,0.05793099,-0.000801341,0.007973312,0.005239429,0.009163978
0.005057064,0.011910982,0.03248305,0.007306351,-0.003010096,-0.007739179,0.013286168
0.000904938,-0.002207048,0.08348002,0.010649934,0.004605157,-0.0241653,0.011710571
0.002092102,0.01248198,0.16834027,0.000315712,0.00534695,0.00104112,0.009604761
0.010794262,0.035922453,0.26035184,-0.003459961,-0.030517453,0.011187943,0.00369521
0.024076533,0.20291322,0.4107327,0.085506,0.06424532,0.059991546,0.014670594
0.439322466,0.48411337,0.70405185,0.3458135,0.33739313,0.3879752,0.39839923
0.730751566,0.6788756,0.6358022,0.6322113,0.5915923,0.6687646,0.6533091
0.838047261,0.636871,0.44451502,0.690248,0.6668269,0.725762,0.7645379
0.428353331,0.34202778,0.28466555,0.4373883,0.41034624,0.36351553,0.36617067
0.139681358,0.15809613,0.21711749,0.20150101,0.20460778,0.13030632,0.17738608
0.021413968,0.07144678,0.1135435,0.0710234,0.08944261,0.026648631,0.03708431
0.014671058,0.01636707,0.036939524,0.03917428,0.03786546,0.020804286,0.034398295
0.003211772,-0.006407268,0.037455514,0.033168167,0.005927978,0.018438818,0.019262353
0.001634019,-0.007294662,0.11556382,0.024923686,0.014558299,0.018189242,0.014487349
0.003297153,-0.023694783,0.20749533,0.009362099,0.020558922,0.016185397,0.004396202
0.007796691,-0.023390576,0.20683414,-0.000732527,-0.029755035,0.010777229,0.008508999
0.011839105,0.08016515,0.35867086,0.046158105,0.011876211,0.039169572,0.001276047
0.422357199,0.43008864,0.9722475,0.32036838,0.30508706,0.34315965,0.40511957
