Date,SEDM
JAN,
FEB,166.47
MAR,
APR,
MAY,347.7398
JUN,368.65
JUL,6628.885293
AUG,2668.804533
SEP,2796.924216
OCT,243.5044444
NOV,
DEC,167.9933333
