0,1,2,3,4,5,6
462.2208429,154.988644,167.5806206,161.561233,155.1349294,163.5251298,167.1111266
298.9906551,138.44132,87.9437488,92.80484694,91.20578446,99.82226807,89.68085622
270.6543187,126.087098,121.9047534,51.18306243,49.45049963,58.86260385,50.91432697
147.3248634,63.56835537,52.03683909,65.27314983,39.70233111,38.43055549,33.28757975
291.4916131,85.96733156,87.03108471,49.17914108,115.466784,39.90724661,33.16930839
535.9737518,460.8623581,390.483267,343.6811779,370.8375535,483.0634741,264.8911285
10404.02593,18993.35943,19613.91224,19134.85844,18001.61721,18887.65661,19941.55745
15499.38055,25392.8449,31181.17031,29067.26106,28592.53112,28632.9682,29645.68634
18813.63304,31670.5188,28455.7634,37949.13628,30263.43118,38071.47047,37774.45235
9096.773011,18476.49374,17942.37859,18441.9682,18386.26861,18496.69893,18323.54117
4022.402044,6577.744492,6711.621523,7792.621229,7854.973544,6525.811252,7619.862396
447.1936587,586.0325711,566.471693,544.5540267,604.7382046,595.6044202,588.4211594
309.2326274,435.8165729,446.4767464,452.7280755,418.5837579,460.5955048,404.899672
144.0822263,365.3896799,361.3889457,374.1225438,369.1102434,395.0604583,351.4612752
37.9066605,323.959256,336.2548025,365.0293373,359.1162662,353.777724,336.7790313
43.97081238,36.13593976,196.0459136,55.19885061,199.4114586,50.79635312,190.1962856
73.10420193,199.5130035,196.8676699,226.8826712,191.1954569,258.3631921,368.1370753
114.1181341,343.5199896,464.5340306,427.8073679,442.8912895,443.7217912,447.1664138
17829.17941,17351.40971,17142.05675,17391.13166,17643.07782,19053.65133,16659.39578
24879.99781,17322.54177,17166.89641,18516.92805,18651.17936,18819.58951,17219.86326
27749.95296,19616.16496,20504.44305,20152.36823,20405.15252,20416.20334,20908.3905
10036.33152,13666.21283,10768.36395,13509.52152,10815.22768,10437.06263,9949.357461
3005.054001,6844.342139,5947.340588,6104.632571,6074.143372,5639.169065,5873.438509
75.89915968,364.096229,373.3125143,402.3123469,372.2857819,362.3489809,386.6712134
53.70390505,238.718829,224.413869,223.5239089,210.4682606,303.5913008,195.1163274
5.02963285,44.5339544,124.2608508,105.9688361,115.0396818,53.94236452,104.1180969
5.923001257,25.45540379,25.09812117,68.93020682,71.66751118,44.21576297,70.34168301
7.383141016,46.82459609,49.62877558,41.27915315,69.43232972,55.74439515,60.45348972
9.200421517,64.23909682,57.1634962,78.75565613,67.90316024,82.08206443,62.45263264
389.1228492,195.2223379,190.1958109,233.8919827,187.6598452,181.1547206,225.5335816
19370.27464,21346.35748,19565.29707,21619.46649,18445.1127,21274.56069,21043.37955
27061.05866,28582.22055,28126.15004,29453.53634,28036.64207,29079.05276,28463.91888
31980.66624,30519.69001,29240.764,31277.57508,30865.53712,29179.83048,29846.37776
13373.34244,12671.76563,13360.51892,13974.98971,13787.89486,12638.65034,13055.68554
5785.982278,7397.595322,5861.364536,5412.749129,6193.225362,6393.864563,5990.144474
509.6442085,192.1476734,168.0776352,202.831537,189.4194939,189.1128029,199.1806858
144.2106772,120.0558286,126.373745,114.9088638,116.7217027,83.13714196,127.8664655
38.96954022,36.62976164,37.93984796,37.66724617,35.17683469,31.65427477,28.98401764
35.92373003,22.37408184,23.78757283,24.84846855,21.52018404,19.37977672,14.06471785
27.52926944,33.49282009,22.20653834,30.22699208,20.96008308,16.44207485,18.20375362
307.499668,27.67378151,26.65355122,37.76201362,27.25003458,29.86380033,25.13617793
378.6173818,376.9536948,233.7211543,258.3943919,211.0210962,226.206395,271.455196
14703.17301,18274.20191,20524.12325,19684.35987,17430.1576,18230.16993,19855.76507
20820.03741,25920.8479,31425.45819,29862.38965,29217.32326,28045.98742,30740.61907
25694.11403,34493.06834,31577.46549,38043.86534,33277.76762,38178.6842,38114.99802
11678.91594,18019.44919,17150.48014,17409.32178,18168.40897,17289.94463,18698.18811
5392.473975,5920.543785,6454.470963,6675.445002,6853.089344,5985.74657,7527.280481
556.0397174,408.8771229,390.6927235,393.0364807,360.0592881,409.7542912,353.2536758
270.309606,150.1369326,150.7801607,143.8199111,147.5803164,145.6495165,157.5787519
159.9167683,103.5182473,81.17910636,79.50500018,81.8971432,78.32138812,83.33672273
