0,1,2,3,4,5,6
31.01056814,88.91255097,81.26398225,66.16223922,65.17885882,75.79829406,63.20162725
7.383141016,42.8698817,69.61375756,45.57901161,52.89881,70.62163914,55.50738289
237.0639887,169.0422247,170.0440395,211.2879635,180.518802,304.0261012,246.5464308
792.708676,371.9775632,461.1506282,374.1277425,441.598534,395.9901452,410.9712029
13546.8478,18519.62513,18017.55077,19148.55125,18188.58277,18020.62503,18352.49034
24151.38652,23936.77006,26243.37426,26251.71102,24602.50534,24339.21904,27292.31954
29946.35517,31740.32467,31035.81273,30719.82475,32035.93315,31654.14043,29970.27482
17370.40656,18208.28487,17644.13572,17835.18162,18036.16085,17647.52092,17969.84852
6715.128805,6539.046979,6359.529111,6571.363863,6361.125221,6491.174035,6512.317164
545.3280943,468.7292764,423.9997342,494.5327779,409.5227284,455.8666479,477.93079
404.1913797,236.7032445,200.1495802,272.6358068,242.202705,238.6578926,232.8437645
225.2495709,158.0444764,123.9712453,147.6791138,139.852325,147.1203415,119.1213242
44.43694727,91.5252556,80.41271021,87.24631898,80.31871722,75.23019328,69.50527341
96.13439104,41.24464867,55.53400941,43.98956307,53.30881903,53.38988816,42.62350943
475.0873043,266.3867309,259.3493446,195.7452607,281.8705128,249.9844688,228.6330166
1053.490279,446.5440847,466.5429699,433.208315,437.1171694,465.0720375,427.385978
19136.20295,16520.69826,16499.67762,17885.14296,16568.66968,17222.37457,18085.41778
31827.06455,29545.91256,28455.61525,28320.60833,27630.3289,27574.10377,27770.22148
36499.46967,34644.91204,34722.57532,32845.62488,32196.84211,34764.79948,32521.06163
18658.53008,17905.58507,18181.51199,18469.65351,18799.37035,18450.24615,18026.3604
6087.733059,7179.093303,7542.166479,7307.190494,7335.553884,7418.422285,7209.7407
937.5435833,511.8709762,486.9000124,539.4951993,455.7244513,482.7102483,505.4817823
643.9101365,373.9470837,305.4347976,341.2492391,338.5113622,313.5566653,300.3556421
144.8926462,361.6397517,286.877578,256.8979274,257.35805,292.2259298,275.2310954
76.1862486,95.9523829,86.0329973,128.1587879,111.1371199,137.9061826,130.359979
148.6107383,59.92480505,66.71048696,66.90763979,77.31059224,64.94280073,113.6038817
344.5520831,393.9224847,429.4600948,319.3194116,469.4546933,320.9207598,364.7204879
520.5870625,471.2866355,452.5273014,483.0390066,441.3920764,488.9633003,456.3553582
18397.41655,18640.05536,19079.99905,19056.2026,19187.35347,18679.74839,19757.05984
26401.77075,33004.78732,32595.82101,31718.21319,32422.48206,33436.90684,33159.88164
32896.61457,37398.42461,37995.77061,38889.41785,37153.55517,37512.29056,38332.09665
15261.53602,18771.88535,20348.86203,19045.59328,19058.1181,19143.74623,20912.81897
7180.335629,7087.847889,7022.910311,8057.761221,8641.37075,8010.361056,8554.129802
524.5967725,534.3504465,504.0141055,460.6514276,453.8628079,428.0374977,442.5363202
