,0,1,2,3,4,5,6
0,0.000894233,0.072758086,0.1531154,0.12974006,0.17225944,0.04403415,0.034332525
1,0.001563244,0.11879922,0.21562077,0.15684894,0.19431628,0.055158276,0.06996381
2,0.002505075,0.1290029,0.30810642,0.22748646,0.25441965,0.096523404,0.20099846
3,0.409308374,0.23004356,0.5294717,0.3562464,0.37628782,0.20385249,0.3560595
4,0.571221231,0.35330823,0.61509186,0.4950515,0.54380256,0.33306956,0.5242297
5,0.637126011,0.42428866,0.4853388,0.5579083,0.63707924,0.46021414,0.70516956
6,0.230355776,0.36385608,0.25416395,0.48567283,0.54064703,0.44321895,0.60935515
7,0.06889165,0.18115166,0.14053327,0.31486768,0.31697857,0.29411983,0.1870333
8,0.001627426,0.055316858,0.057794385,0.14523439,0.13411584,0.12958376,0.026325421
9,0.001117741,0.088848375,0.027537223,0.05253487,0.06110517,0.027217679,0.007127095
10,0,0.040609412,0.07801783,0.022660205,0.028951008,0.016981559,-0.005160339
11,2.05E-05,0.010276835,0.16815309,0.008042121,0.010397067,-0.002180476,-0.007176071
12,5.40E-05,0.015021026,0.17862926,-0.002727708,0.013060941,0.016768001,-0.005008686
13,9.58E-05,0.005274925,0.20524998,0.033841662,0.06529257,0.006347694,-0.010897892
14,0.0088202,0.19494885,0.47362384,0.18711871,0.20421897,0.25269845,0.28319603
15,0.444697618,0.52902305,0.7339098,0.5036932,0.5022246,0.5616011,0.5917692
16,0.621306451,0.65079737,0.5889089,0.7755797,0.77864265,0.7099626,0.7308391
17,0.734278829,0.49330282,0.4055289,0.6659442,0.6565918,0.5289119,0.5317636
18,0.306985884,0.25332174,0.1504543,0.3353945,0.33033246,0.28585005,0.27383155
19,0.132752045,0.072103895,0.08665122,0.11992165,0.11767183,0.13790569,0.12280592
20,0.011587816,0.003307991,0.03239473,0.03666661,0.016924694,0.06354095,0.007567514
21,0.003196111,0.005771957,-0.009240879,0.020854915,0.035297945,0.017239869,0.003176637
22,0.000779386,-0.033478826,0.029631468,0.024294125,0.014799476,0.026521372,-0.004020415
23,0.000709443,-0.062912814,0.12049482,0.017279247,-0.004700579,0.015366659,-0.005558021
24,0.000516675,-0.007954113,0.15437478,-0.014573535,-0.022888675,0.010165732,-0.006441096
25,0.00694583,0.036844958,0.17365384,-0.032332078,-0.014120761,0.013487883,-0.000889115
26,0.008578956,0.08712688,0.3458694,0.043907918,0.061618116,0.037882715,0.023634803
27,0.33752371,0.36010286,0.6795865,0.30640918,0.28900796,0.38792616,0.4220425
28,0.47798953,0.637005,0.607732,0.6604819,0.6415396,0.6649294,0.68103206
29,0.589916349,0.6956107,0.44558963,0.7304734,0.7226735,0.7661265,0.7791465
30,0.268075587,0.51246166,0.23406176,0.465272,0.4478479,0.4346509,0.36779577
31,0.123715639,0.3051059,0.14040095,0.20703761,0.18925698,0.17005146,0.15224919
32,0.012653229,0.035646997,0.08661108,0.08712746,0.06288357,0.040677473,0.026067134
33,0.006091809,0.022002958,0.051255785,0.040101133,0.009645358,0.012735568,0.021624029
34,0.003556781,0.037082016,0.051322743,0.030567227,0.047552913,0.001807351,0.004246214
35,0.000596618,0.019261703,0.11821651,0.025464507,0.040046036,0.01983985,-0.011101265
36,5.40E-05,0.034686312,0.13591789,0.014414089,0.033020556,0.018423408,-0.00699006
37,0.005328367,0.038372055,0.17450388,0.02082439,0.044911683,0.013750598,-0.000175631
38,0.018088023,0.053127613,0.35558796,0.1109307,0.12456335,0.04579252,0.0308941
39,0.310970208,0.29866683,0.6785904,0.33396593,0.3315739,0.29466754,0.36599797
40,0.554489622,0.54248136,0.7209797,0.6345924,0.6537569,0.52488995,0.63330066
41,0.687563526,0.66300094,0.57167286,0.76447713,0.7826413,0.70335424,0.8943174
42,0.398773253,0.42603004,0.2660011,0.5520575,0.5378847,0.5187375,0.64314187
43,0.154088684,0.2693921,0.16784818,0.29237726,0.2806551,0.26873803,0.28842014
44,0.01240725,0.1413668,0.08633994,0.11159318,0.08865802,0.10747918,0.02982651
45,0.009166229,0.03928014,0.049766928,0.050767653,0.022294626,0.031373657,0.015497688
46,0.005057064,0.008004606,0.0407916,0.024116782,0.020333692,-0.0159184,0.000830244
47,0.000904938,-0.044990316,0.08711488,0.013839262,-0.002789486,-0.004473871,-0.006290093
48,0.002092102,-0.019580372,0.13480483,0.000303196,-0.013033181,0.003737688,-0.005715577
49,0.010794262,-0.003665868,0.17110114,-0.011477312,-0.00723115,0.021159746,0.000405427
50,0.024076533,0.079665415,0.34458962,0.040977508,0.05069913,0.044660076,0.004100226
51,0.439322466,0.3047599,0.5843644,0.25349054,0.23474371,0.32351363,0.31923097
52,0.730751566,0.56072485,0.5935355,0.5745493,0.5631137,0.53804135,0.6081589
53,0.838047261,0.63476586,0.45766628,0.7092283,0.70175785,0.66852504,0.8463209
54,0.428353331,0.43231052,0.25413853,0.5206705,0.49103695,0.43638033,0.5606822
55,0.139681358,0.22901419,0.14649661,0.23839281,0.20483361,0.21545123,0.21711066
56,0.021413968,0.13180074,0.07820916,0.08493049,0.04700096,0.07665781,0.009723835
57,0.014671058,0.05292859,0.043972254,0.034333393,-0.000104234,0.029184565,0.01565776
58,0.003211772,-0.009149358,0.069885515,0.029689478,0.024346337,-0.009472393,0.005497383
59,0.001634019,-0.044694297,0.12060387,0.015367577,-0.004205568,0.002362713,-0.006985594
60,0.003297153,-0.039701246,0.14576994,-0.01369453,-0.030720577,0.015985653,-0.00218679
